"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"1012_P"	"1033_P"	"1058_P"	"1014_P"	"1035_P"	"1056_P"	"1016_P"	"1037_P"	"1018_P"	"1039_P"	"1050_P"	"1054_P"	"1010_P"	"1031_P"	"1052_P"	"1023_P"	"1046_P"	"1002_P"	"1044_P"	"1067_P"	"1004_P"	"1027_P"	"1006_P"	"1029_P"	"1048_P"	"1061_P"	"1042_P"	"1065_P"	"1021_P"	"1040_P"	"1019_P"	"1011_P"	"1034_P"	"1057_P"	"1013_P"	"1036_P"	"1055_P"	"1038_P"	"1017_P"	"1059_P"	"1030_P"	"1053_P"	"1032_P"	"1051_P"	"1009_P"	"1001_P"	"1068_P"	"1003_P"	"1024_P"	"1045_P"	"1066_P"	"1005_P"	"1026_P"	"1007_P"	"1049_P"	"1060_P"	"1043_P"	"1064_P"	"1020_P"	"1041_P"	"1062_P"
"ID_5234_OP"	""	""	""	"4 |8-Diacetyl-T2-tetrol | UDP glycosyltransferase 1 family polypeptide A7 | 2-Phenylaminoadenosine | HDMBOA-Glc | (R)-2-Hydroxy-7 |8-dimethoxy-2H-1 |4-benzoxazin-3(4H)-one 2-glucoside | Cyclocalopin B | 7alpha |8alpha-Dihydroxycalonectrin | HMDBOA-Glc"	"405.1500199"	""	"M+Na | M+Na | M+HCOOH+H | M+NH4 | M+NH4 | M+Na | M+Na | M+NH4"	"1"	"582.6786795"	""	""	""	""	"3"	""	""	""	""	""	""	""	"336464.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"394810.7188"	"12352.61719"	""	""	""	""	""	""	""	""	"3018.263428"	""	"12921.12109"
"ID_52440_OP"	""	""	""	"2R |7 |8-trimethyl-2-[(3E |7E)-4 |8 |12-trimethyltrideca-3 |7 |11-trien-1-yl]-3 |4-dihydro-2H-chromen-6-ol | 2R |5 |8-trimethyl-2-[(3E |7E)-4 |8 |12-trimethyltrideca-3 |7 |11-trien-1-yl]-3 |4-dihydro-2H-chromen-6-ol | (6alpha |22E)-6-Hydroxy-4 |7 |22-ergostatrien-3-one | Gamma-Tocotrienol | 4Z |7Z |10Z |13Z |16Z |19Z |22Z-octacosaheptaenoic acid | Prostaglandin E2 receptor EP3 subtype | N-(5Z |8Z |11Z |14Z-eicosatetraenoyl)-glutamine | Beta-2 adrenergic receptor | epsilon-Tocopherol | Transferred to D00430 | Salmeterol | Transferred to D00429 | Transferred to D00428 | (3beta |22E |24R)-3-Hydroxyergosta-5 |8 |22-trien-7-one | piericidin A | gamma-Tocotrienol | beta-Tocotrienol | (22E)-(8S)-3-hydroxy-22-methyl-9 |10-seco-1 |3 |5(10) |22-cholestatetraen-9-one"	"433.3067265"	""	"M+Na | M+Na | M+Na | M+Na | M+Na | M+NH4 | M+H | M+NH4 | M+Na | M+NH4 | M+NH4 | M+NH4 | M+NH4 | M+Na | M+NH4 | M+Na | M+Na | M+Na"	"1"	"924.2820733"	""	""	""	""	"3"	""	""	""	""	""	""	"25487.02734"	"25991.47656"	"4951.150879"	"10281.21973"	""	""	"8572.793945"	"19481.25195"	"2340.604492"	"15594.38281"	"9669.133789"	"8364.155273"	"29567.24219"	"18368.15039"	"10586.00586"	"8453.270508"	"12875.85547"	"6482.602051"	"23973.64844"	"4253.232422"	""	"3278.264648"	"27581.9043"	"9518.829102"	""	"11107.20703"	"6239.883789"	"4853.554688"	"4113.414063"	"4152.144531"	"18738.94727"	"11134.99902"	"3479.912598"	"4263.47168"	"4185.976563"	"10531.96875"	"10598.13086"	"20917.0293"	"10426.46191"	"4278.871582"	"19347.23828"	"4710.039551"	"13103.91113"	"4917.909668"	"23192.25977"	"12667.29395"	"4972.272461"	"3159.465088"	""	"3367.712158"	""	"11581.63965"	"14449.3252"	"3729.848877"	"29519.33203"	"6919.876465"	"8294.737305"	"5260.452637"	"8658.09668"	"4560.398438"	"6477.30127"
"ID_5245_OP"	""	""	""	"Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 | Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 | Cytosolic phospholipase A2 beta | 12-Hydroxy-12-octadecanoylcarnitine | 1-pentadecanoyl-sn-glycero-3-phosphocholine | 1-octadecanoyl-sn-glycero-3-phosphoethanolamine | 2-acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) | 1-acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) | 1-heptanoyl-2-octyl-sn-glycero-3-phosphocholine | 1-tetradecanoyl-2-methyl-sn-glycero-3-phosphocholine | 1-(11Z-eicosenoyl)-glycero-3-phosphate"	"482.3219065"	""	"M+H | M+H | M+H | M+K | M+H | M+H | M+H | M+H | M+H | M+H | M+NH4"	"1"	"751.9169087"	""	""	""	""	"3"	""	""	""	""	""	""	"141531.7188"	"35115.22266"	"249407.6094"	"130745.4609"	"131519.6094"	"35497.20313"	"34215.66797"	"25517.75586"	"57410.35547"	"30209.36133"	"12496.89844"	"89585.19531"	"203686.4375"	"72267.02344"	"257258"	"310112.625"	"29554.96484"	"24593.59766"	"18263.96875"	"188503.1719"	"124058.1484"	"171213.9531"	"94167.82813"	"88215.46094"	"73059.10938"	"42776.89063"	"98656.375"	"118096.3672"	"152362.9063"	"64331.77344"	"9876.248047"	"9329.375977"	"36220.86328"	"213748.9531"	"45778"	"77112.14844"	"166314.6875"	"14919.18262"	"19938.48047"	"87185.05469"	"23462.77148"	"111608.2969"	"109376.7969"	"80810.34375"	"122133.8672"	"37706.38672"	"190637.875"	"130431.8203"	"134924.7031"	"65919.30469"	"156373.2656"	"72556.46875"	"18592.9082"	"391789.6875"	"26910.10938"	"28934.21875"	"17274.52734"	"59076.54688"	"393344.9688"	"70316.88281"	"64212.00391"
"ID_5254_OP"	""	""	""	"Toonacilin"	"601.2630085"	""	"M+HCOOH+H"	"1"	"416.5237859"	""	""	""	""	"3"	""	""	""	""	""	""	"67285.35938"	"73184.6875"	"47179.58984"	"79450.79688"	"169755.0781"	"104337.0859"	"86760.83594"	"116100.8906"	"101328.9375"	"54543.73438"	"413465.0625"	"183774.7813"	"48305.26563"	"107556.7969"	"37283.19531"	"218850.1875"	"95580.0625"	"59780.52344"	"119156.8359"	"302233.8438"	"50988.25391"	"30882.4082"	"99376.3125"	"32968.23828"	"67765.88281"	"206146.3594"	"76350.82031"	"211288.9688"	"41364.05859"	"69521.52344"	"121034.2578"	"62943.59766"	"90047.11719"	"91550.625"	"95087.90625"	"165091.6875"	"48753.45313"	"131600.9375"	"206509.2344"	"273821.8125"	"83174.86719"	"129856.2813"	"64611.74219"	"159872.2813"	"40570"	"95947.58594"	"361723.7813"	"87951.64063"	"31096.27148"	"82350.82031"	"52279.25391"	"36505.39844"	"43658.93359"	"114359.4531"	"45489.57813"	"36522.27734"	"32026.99414"	"200841.2656"	"74452.28125"	"266437.8438"	"239672.3438"
"ID_52542_OP"	""	""	""	""	"430.7932239"	""	""	"2"	"1058.311666"	""	""	""	""	""	""	""	""	""	""	""	"24174.64258"	"13341.45605"	"20227.41797"	"27713.27148"	"21696.73047"	"29213.30469"	"14077.18652"	"20159.18164"	"23296.61719"	"21644.7793"	"14640.17285"	"23767.2168"	"21167.12695"	"15039.59277"	"16293.39648"	"29091.83789"	"12232.42773"	"31655.19336"	"16090.18164"	"20839.52148"	"28695.29883"	"24603.95508"	"26389.29688"	"15242.94336"	"22717.03711"	"15423.38672"	"13785.62695"	"20445.18359"	"20046.40039"	"13352.29785"	"10405.09863"	"14338.96875"	"24809.69336"	"17395.40625"	"16361.35645"	"18593.57227"	"18001.01758"	"16440.14258"	"12666.8252"	"15486.21973"	"9966.424805"	"12151.56348"	"22266.05469"	"27564.76172"	"18997.64453"	"24871.44141"	"22709.63672"	"24462.35742"	"19599.15625"	"25899.07031"	"17559.01563"	"8412.354492"	"18687.46094"	"16930.62695"	"17932.14453"	"16007.95605"	"13937.13867"	"18526.21875"	"11453.80957"	"15486.69043"	"18724.64258"
"ID_52553_OP"	""	""	""	"(5Z |7E)-(3S)-9 |10-seco-5 |7 |10(19)-cholestatrien-3-sulfonic acid | cholesta-5 |7-dien-3beta-ol 3-sulfate | Pristimerin | (7E)-(3S |6S)-6 |19-epithio-9 |10-seco-5(10) |7-cholestadiene-3 |25-diol S |S-dioxide | (7E)-(3S |6R)-6 |19-epithio-9 |10-seco-5(10) |7-cholestadiene-3 |25-diol S |S-dioxide"	"511.3066723"	""	"M+HCOOH+H | M+HCOOH+H | M+HCOOH+H | M+HCOOH+H | M+HCOOH+H"	"1"	"818.870029"	""	""	""	""	"3"	""	""	""	""	""	""	"12146.68359"	"7629.220703"	"8756.178711"	"17448.88672"	"9621.03418"	"15616.44434"	"10966.64746"	"6415.379883"	"22438.88086"	"16298.04688"	"13301.26074"	"6597.64502"	"13113.52344"	"10708.875"	"6655.396973"	"21901.98828"	"8628.786133"	"10099.05566"	"8681.191406"	"15366.02832"	"20003.28711"	""	"10303.1582"	"9176.839844"	"10941.80762"	"7911.500977"	"9966.438477"	"12807.57715"	"11894.61035"	"8541.337891"	"29314.30664"	"16606.08008"	"9896.420898"	"6873.844727"	"16217.62695"	"16792.78125"	""	"9228.753906"	"31504.97852"	"31636.71875"	"11425.58984"	"10251.22266"	"8307.933594"	"11780.01465"	"16132.2168"	""	"15410.96387"	"10183.11914"	"6097.9375"	"22876.85352"	"8312.672852"	"13029.87305"	"8074.443359"	"6741.078613"	"7832.409668"	"11963.54199"	"7156.302246"	"14228.90625"	""	"29008.71875"	"10859.54395"
"ID_5257_OP"	""	""	""	"Formylmethanofuran | Quercetin 5 |3' |4'-trimethyl ether 3-galactosyl-(1->2)-rhamnoside-7-rhamnoside"	"799.2665666"	""	"M+Na | M+H"	"1"	"537.8624447"	""	""	""	""	"3"	""	""	""	""	""	""	"86381.0625"	"154342.5156"	"39914.96875"	"79464.07813"	"69633.02344"	"22343.0957"	"102932.7891"	"127666.8672"	"126067.2422"	"81993.08594"	"64635.63672"	"65076.73438"	"55176.14063"	"85326.57031"	"77287.96875"	"99884.82031"	"87306.10938"	"40349.94531"	"93349.41406"	"83864.10938"	"65370.98828"	"20207.87695"	"112126.4219"	"37370.53125"	"63572.33594"	"61703.39453"	"138141.4375"	"73643.36719"	"23147.9082"	"12072.4043"	"245039.75"	"396628.0625"	"18031.76953"	"27972.91211"	"99540.98438"	"61615.60547"	"111639.9375"	"143315.8906"	"117993.9844"	"85772.64063"	"60782.60156"	"80205.5625"	"50857.88281"	"51982.70703"	"131970.6563"	"36243.10938"	"55416.23047"	"58448.07422"	"43637.59375"	"36252.43359"	"38238.9375"	"184203.0625"	"196522.2969"	"121325.0469"	"65592.67969"	"84598.48438"	"163718.7813"	"118758.2188"	"232763.0469"	"129423.4375"	"42912.375"
"ID_5258_OP"	""	""	""	""	"256.1505336"	""	""	"1"	"531.5860478"	""	""	""	""	""	""	""	""	""	""	""	"25197.48828"	""	""	"36865.80859"	""	""	"395817.6875"	""	"155479.8594"	""	""	""	"208542.9531"	""	""	"19006.00977"	""	"21477.74609"	""	"102397.9688"	"24029.49219"	"15196.24121"	"32505.8125"	"64256.19922"	""	""	""	"16200.19141"	"19114.0293"	""	"21317.90039"	"11416.14648"	""	""	"33130.53906"	""	""	""	"34389.42578"	""	"224879.3594"	""	"13020.99902"	""	"22451.74414"	"72572.875"	"46397.69922"	"18383.10742"	"21039.80859"	""	"46464.71094"	"88084.92969"	"16774.88672"	"25064.56641"	""	""	""	"36833.58203"	"27895.9082"	""	""
"ID_52604_OP"	""	""	""	"Triton"	"463.30071"	""	"M+Na"	"1"	"746.702638"	""	""	""	""	"3"	""	""	""	""	""	""	"16058.87695"	"13303.37207"	"14578.12891"	"10246.18945"	"25867.05078"	"9030.773438"	"14103.74316"	"11963.08203"	"14590.76465"	"9324.953125"	"12063.93555"	"11537.8291"	"22178.29688"	"14820.56445"	"14672.01758"	"25298.82813"	"10893.91211"	"20753.62305"	"12117.47168"	"14399.76563"	"11009.86816"	"15226.70801"	"25523.02148"	"13184.75586"	"15069.59863"	"10442.8418"	"10190.88965"	"22530.59961"	"16321.45117"	"12831.9834"	"12095.70313"	"10343.0752"	"21464.07422"	"13374.21484"	"14803.85742"	"11080.56836"	"10614.27539"	"15859.61621"	"14083.60352"	"20115.23047"	"23901.79883"	"10503.7793"	"15093.9248"	"19719.77734"	"16629.77148"	"26480.77344"	"21278.29297"	"15429.10645"	"22890.0332"	"7636.760254"	"8499.317383"	"13173.26367"	"11196.24023"	"13963.36914"	"12953.10742"	"8633.333984"	"12116.20117"	"14555.10547"	"11380.59668"	"13505.81543"	"20338.4707"
"ID_52670_OP"	""	""	""	"Macrocarpal H | Ixocarpanolide | Vamonolide | (5Z |7E)-(1S |3R |23S)-1 |3-dihydroxy-9 |10-seco-5 |7 |10(19) |25(27)-cholestatetraeno-26 |23-lactone | (5Z |7E)-(1S |3R |23R)-1 |3-dihydroxy-9 |10-seco-5 |7 |10(19) |25(27)-cholestatetraeno-26 |23-lactone | Macrocarpal E | Macrocarpal D | Macrocarpal B | Azafrin"	"473.2908547"	""	"M+H | M+H | M+H | M+HCOOH+H | M+HCOOH+H | M+H | M+H | M+H | M+HCOOH+H"	"1"	"810.6509802"	""	""	""	""	"3"	""	""	""	""	""	""	"14520.29297"	"12176.75684"	"12878.10547"	"18437.16406"	"28487.7832"	"17387.9707"	"13125.20898"	"17164.31055"	"33112.69922"	"16999.97461"	"13935.89648"	"13499.15039"	"23201.89648"	"11460.30859"	"12910.91602"	"17763.38281"	"22022.4375"	"13440.34863"	"25045.71875"	"25285.3418"	"8858.587891"	"11687.35449"	"15298.08203"	"17877.23242"	"21471.58789"	"20387.39063"	"17705.99609"	"31437.86914"	"18032.81641"	"12623.8125"	"39238.09375"	"13778.35742"	"26847.23438"	"11305.35352"	"12886.88086"	"35099.35547"	""	"13889.3291"	"27940.00391"	"21937.37109"	"15764.29004"	"21289.20898"	"16244.45313"	"22688.4375"	"11343.81055"	"10659.38867"	"29628.85156"	"20963.9707"	"11186.52051"	"12072.53809"	"20258.22656"	"18574.38281"	"15895.66992"	"8963.819336"	"11804.77051"	"11979.6123"	"12249.52637"	"23845.79102"	""	"28889.76172"	"33720.14063"
"ID_527_OP"	""	""	""	"Vitamin K-dependent protein S"	"317.1772742"	""	"M+Na"	"1"	"774.8750828"	""	""	""	""	"3"	""	""	""	""	""	""	"820587"	"952784.375"	"1294390.625"	"529338.5625"	"3074315.25"	"169702.6563"	"726656.25"	"810334.5"	"683435.1875"	"528333.625"	"209933.5625"	"1438568.875"	"842933.4375"	"600700.5"	"342611.25"	"993133.125"	"479416.1875"	"306362.1563"	"1374840.75"	"1765590.125"	"831255.75"	"148951.6094"	"1519350.25"	"1380253"	"608788.375"	"1162829.625"	"957992.9375"	"2416934.25"	"1678856.375"	"1104248.5"	"886187.25"	"839196.9375"	"467698.6875"	"1116704.875"	"1053357.375"	"1626894"	"957471"	"1659276.5"	"1635728.375"	"1757898.625"	"403996.0313"	"944471"	"963441.375"	"2168126.5"	"301326.125"	"1166921.25"	"1420853.375"	"1746026"	"495398.3438"	"387355.625"	"2118181"	"498279.25"	"791541.5625"	"1659630.875"	"405373"	"363596.5"	"1630312.25"	"1240492.625"	"494514.8438"	"1599450.875"	"1563175.75"
"ID_529_OP"	""	""	""	"Diferuloylputrescine"	"479.1572348"	""	"M+K"	"1"	"376.6949983"	""	""	""	""	"3"	""	""	""	""	""	""	"281432.8125"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"41936.25781"	""	""	""	""	""	""	""	"202322.7656"	""	""	""	""	""	"17856.81836"	""	""	""	""	""	""	""	"331577"	""	""	""	""	""	"3035498.75"	""	""	""	"719613.5625"	""	""	""	""	""	""	""	"95221.66406"
"ID_5294_OP"	""	""	""	"1-(9Z-octadecenyl)-sn-glycero-3-phosphoethanolamine | 1-(1Z-pentadecenyl)-sn-glycero-3-phosphocholine | 1-octadecyl-glycero-3-phosphoserine | Thiobinupharidine | 1-(1Z-octadecenyl)-sn-glycero-3-phosphoethanolamine"	"512.3321637"	""	"M+HCOOH+H | M+HCOOH+H | M+H | M+NH4 | M+HCOOH+H"	"1"	"742.5062956"	""	""	""	""	"3"	""	""	""	""	""	""	"12238.88672"	"8340.084961"	"98725.79688"	"19091.01563"	"10817.38477"	"38474.01563"	""	""	"8143.274414"	"12270.00781"	"12454.42285"	"80099.21875"	"115648.1172"	"6984.348633"	"70573.32031"	"352443.25"	""	"23475.83594"	""	""	"27471.01758"	"21134.54297"	"18824.13867"	"63531.73047"	"14997.73047"	"11420.34375"	"48979.82422"	"16533.20117"	"70091.35938"	"15828.33398"	""	"14652.86035"	"15837.91797"	"36628.04297"	""	"16036.19238"	"207618.6563"	""	""	"6265.243652"	"5380.979004"	"20143.59961"	"136223.0469"	"53112.46094"	"46857.3125"	"13650.80078"	"14950.02344"	"59352.04688"	"389610.3125"	"7574.484375"	"49343.79297"	"16831.14063"	"10224.81348"	"73167.50781"	""	"23582.25977"	""	""	"130771.0547"	"12826.97559"	"8870.887695"
"ID_5297_OP"	""	""	""	""	"270.6223501"	""	""	"1"	"755.3647448"	""	""	""	""	""	""	""	""	""	""	""	"112686.9844"	"155819.1563"	"216843.3438"	"70381.72656"	"110571.8516"	"40637.92969"	"76844.96875"	"60539.48047"	"111484.3047"	"48506.66406"	"83286.21094"	"318742.8125"	"366824.9063"	"160817.9063"	"311408.3125"	"199965.8281"	"82345.67969"	"85549.60938"	"41213.99609"	"65814.70313"	"81538.53125"	"308567.1875"	"52400.26953"	"30148.80664"	"53963.66406"	"148620.2188"	"173306.7969"	"150548.5469"	"76842.8125"	"93016.875"	"149739.6094"	"170002.6563"	"41406.51563"	"77636.66406"	"206627.375"	"122118.1953"	"228860.7188"	"34091.63672"	"37690.57031"	"49532.99219"	"56482.42578"	"48739.97656"	"141571.7031"	"174573.6719"	"307462.3125"	"33620.26953"	"81690.20313"	"268675.7188"	"123430.3594"	"52549.95313"	"258454.0313"	"103353.25"	"87249.14063"	"252418.7188"	"59083.80859"	"92467.99219"	"55065.24219"	"72810.1875"	"360319.9375"	"182499.25"	"61916.77734"
"ID_53_OP"	""	""	""	"Glycine N-acyltransferase-like protein 3 | 3alpha |12alpha-Dihydroxy-5beta-cholan-24-oylglycine | Glycochenodeoxycholate | Glycodeoxycholate | N-hexadecanoyl-phenylalanine | Glycine N-acyltransferase-like protein 3 | Glycine N-acyltransferase-like protein 3 | N-(3alpha |7alpha-dihydroxy-5beta-cholan-24-oyl)-glycine | N-(3alpha |12alpha-dihydroxy-5beta-cholan-24-oyl)glycine | Chenodeoxycholic acid glycine conjugate | Solute carrier organic anion transporter family member 2B1 | Gastrotropin | (5Z |7E)-(1S |3R)-1 |3 |25-trihydroxy-22-oxa-9 |10-seco-5 |7 |10(19)-cholestatrien-24-one | N-(3alpha |7beta-dihydroxy-5beta-cholan-24-oyl)-glycine"	"450.3194522"	""	"M+H | M+H | M+H | M+H | M+HCOOH+H | M+H | M+H | M+H | M+H | M+H | M+NH4 | M+H | M+NH4 | M+H"	"1"	"674.4406013"	""	""	""	""	"3"	""	""	""	""	""	""	"1.23E7"	"552248.75"	"1225386.375"	"3481630.25"	"1581294.625"	"917945.3125"	"2462237"	"1020336.25"	"1708827.125"	"1882980.375"	"815347.875"	"1374216"	"3899026"	"761128.375"	"874276.125"	"1501711.875"	"8363973.5"	"3357183.5"	"1112010.125"	"479004.6563"	"162387.4688"	"1147573.125"	"1426335.25"	"1422864.5"	"3843784.5"	"5211606"	"2462274.75"	"2517022.5"	"1055934.625"	"8352088"	"5131716"	"1.09E7"	"951488.75"	"856442.125"	"4635175"	"276319.375"	"723485.0625"	"1781910.125"	"7554559.5"	"1172422.375"	"6124985.5"	"2037487.75"	"590522.3125"	"1.6E7"	"5417686.5"	"2150285.75"	"714322.75"	"1303690.875"	"587463.5"	"3745106"	"3144432.25"	"822185.125"	"2291385.5"	"2459004.5"	"3648694.25"	"926197.1875"	"1.64E7"	"1256110"	"6456204"	"4572752"	"1809133.25"
"ID_53059_OP"	""	""	""	""	"776.025195"	""	""	"1"	"952.3404382"	""	""	""	""	""	""	""	""	""	""	""	"20064.11328"	"11038.4248"	""	"25083.39453"	"14262.47559"	""	"24849.37109"	"28290.97461"	""	"20993.5918"	"18211.32031"	"18012.64648"	"14564.66309"	"23966.33594"	"38061.98828"	"12252.27441"	"21647.58008"	"25987.17383"	""	""	""	""	"39949.35547"	"51569.81641"	""	"18613.82617"	"17631.65625"	""	"17100.88086"	"34395.95313"	"21943.8418"	"11807.40527"	""	""	"14922.05957"	""	"13084.8291"	"24533.85547"	""	"14221.8252"	"58034.40234"	"45633.87109"	"15519.03906"	""	""	"21912.16797"	""	"15906.60645"	""	""	""	"46562.71094"	"17513.54297"	"8403.383789"	"20489.92383"	"13587.67676"	"12060.54492"	"24788.97266"	"33497.38672"	"25965.17969"	"27221.26563"
"ID_53119_OP"	""	""	""	"Ectonucleotide pyrophosphatase/phosphodiesterase family member 6 | Ectonucleotide pyrophosphatase/phosphodiesterase family member 6"	"433.3269851"	""	"M+Na | M+Na"	"1"	"803.3012085"	""	""	""	""	"3"	""	""	""	""	""	""	"8840.084961"	""	"9023.425781"	"10636.1123"	"9975.704102"	"7797.132324"	"7772.25293"	"11634.51465"	"10254.79297"	"16359.62402"	"9270.541992"	"9604.316406"	"20462.22461"	"16380.57813"	"9804.455078"	"10292.48242"	"17856.3418"	"11199.51855"	"9453.091797"	"8270.297852"	""	""	"11506.93164"	"18415.20703"	"12862.46973"	"11508.43164"	"8820.577148"	"30698.59961"	"15599.42285"	"9468.226563"	"23558.92383"	"10574.11719"	"31194.2832"	""	"17332.11719"	"16182.05176"	""	"9819.441406"	"19686.03516"	"15901.30566"	""	"21749.28906"	"10155.16016"	"17115.0332"	""	"9977.893555"	"9030.110352"	"17685.09375"	""	""	"11310.61133"	"19812.00195"	"18956.73828"	""	""	"10498.31445"	""	"9964.926758"	""	"23509.18945"	"16060.88379"
"ID_5315_OP"	""	""	""	"2-hydroxy-nonadecanoic acid | 19-hydroxy-nonadecanoic acid"	"337.2698589"	""	"M+Na | M+Na"	"1"	"803.0084699"	""	""	""	""	"3"	""	""	""	""	""	""	"103101.9531"	"160692.4688"	"60686.54297"	"59964.11719"	"185049.9063"	"59133.85938"	"67388.20313"	"131058.9063"	"101907.3125"	"333344.4688"	"121070.3516"	"174038.7344"	"156475.4688"	"146833.9063"	"162522.6563"	"69965.50781"	"29584.78906"	"239601.3906"	"168321.8438"	"48869.81641"	"157974.9531"	"27815.5"	"237512"	"290750.4375"	"37358.85547"	"85635.57031"	"47990.89844"	"96843.1875"	"69192.34375"	"150853.8281"	"308747.5938"	"279602.125"	"27586.67578"	"81348.42969"	"89350.17969"	"124516.6172"	"165433.8594"	"352651.5625"	"212247.0938"	"131541.75"	"105153.5781"	"309167.25"	"101367.9375"	"272148.25"	"28551.58789"	"167366.5938"	"34320.64063"	"76248.45313"	"75600.60938"	"29400.64258"	"62000.94141"	"131053.0625"	"111635.1875"	"105708.3281"	"97306.44531"	"43222.33984"	"91437.63281"	"38145.70703"	"88066.28906"	"150848.3594"	"161184.4688"
"ID_53344_OP"	""	""	""	"Dynorphin B (6-9)"	"606.3454526"	""	"M+H"	"1"	"576.7379576"	""	""	""	""	"3"	""	""	""	""	""	""	"9548.980469"	""	""	""	"28650.28711"	""	"4215.102051"	""	""	"10361.93457"	""	""	"5954.82373"	""	""	"7171.675293"	""	"5918.969727"	"7959.470215"	""	"4891.791992"	""	"11792.21094"	"16526.37305"	""	""	"5696.92627"	"11732.70117"	"4660.679688"	""	"11542.74121"	"15621.79492"	"5764.691895"	"6992.917969"	"7722.845215"	""	"6828.354492"	"8856.125"	"8736.318359"	""	"4143.852051"	"9262.30957"	"6551.361816"	"7405.765625"	""	"16466.00781"	"12361.09082"	""	"10919.02148"	""	"21377.86914"	"4801.713379"	"18951.74414"	""	"30948.52344"	""	"29252.16406"	""	"10069.41016"	""	""
