"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"1014_N"	"1035_N"	"1016_N"	"1037_N"	"1058_N"	"1018_N"	"1039_N"	"1052_N"	"1050_N"	"1010_N"	"1031_N"	"1056_N"	"1012_N"	"1033_N"	"1054_N"	"1002_N"	"1048_N"	"1004_N"	"1027_N"	"1046_N"	"1006_N"	"1029_N"	"1040_N"	"1061_N"	"1021_N"	"1044_N"	"1067_N"	"1023_N"	"1042_N"	"1065_N"	"1013_N"	"1036_N"	"1059_N"	"1038_N"	"1057_N"	"1017_N"	"1019_N"	"1051_N"	"1030_N"	"1032_N"	"1055_N"	"1011_N"	"1034_N"	"1053_N"	"1003_N"	"1024_N"	"1049_N"	"1005_N"	"1026_N"	"1068_N"	"1007_N"	"1009_N"	"1041_N"	"1062_N"	"1060_N"	"1020_N"	"1045_N"	"1066_N"	"1001_N"	"1043_N"	"1064_N"
"ID_23230_ON"	""	""	""	"N-Acetyl-leu-leu-leu-tyr-amide"	"560.3426339"	""	"M-H"	"1"	"644.2003246"	""	""	""	""	"3"	""	""	""	""	""	""	"3781.639648"	"3227.13208"	"5871.371582"	"7446.239258"	""	"4074.703613"	"5944.591797"	"3527.286133"	""	""	"3687.684082"	""	"20589.31836"	"21440.63281"	""	""	""	""	"2973.393311"	""	"7922.217285"	""	"4129.029785"	"9706.586914"	""	"2792.093506"	""	""	""	""	"2916.572021"	""	""	"19315.81836"	""	""	"7382.278809"	""	"5580.67627"	""	""	"22354.16406"	""	""	""	""	"31837.58984"	"3548.076904"	"20006.15625"	""	"4422.236328"	"3464.230469"	""	"4033.335449"	""	"5059.984863"	""	""	"6730.697754"	""	"4785.748047"
"ID_2326_ON"	""	""	""	"Ectonucleotide pyrophosphatase/phosphodiesterase family member 6 | Ectonucleotide pyrophosphatase/phosphodiesterase family member 6 | Rockogenin | (25R)-5beta-spirostan-3beta |11alpha-diol | (25R)-5beta-spirostan-1beta |3beta-diol | (25S)-5beta-spirostan-1beta |3beta-diol | (25R)-5beta-spirostan-2beta |3alpha-diol | (25S)-5alpha-spirostan-3beta |6alpha-diol | (25R)-5alpha-spirostan-3beta |12beta-diol | (25R)-5alpha-spirostan-3beta |15beta-diol | (25R)-5alpha-spirostan-3beta |6beta-diol | (25R)-5alpha-spirostan-2alpha |3beta-diol | (25R)-5beta-spirostan-1beta |3alpha-diol | 7alpha |12alpha |25-Trihydroxycholest-4-en-3-one | 7alpha |12alpha |24-trihydroxycholest-4-en-3-one | 7alpha |12alpha |26-trihydroxycholest-4-en-3-one | 3-Oxo-7alpha-hydroxy-5alpha-cholestan-26-oic acid | 3alpha |7beta-Dihydroxy-5beta-cholest-24-en-26-oic acid | 3alpha |12alpha-Dihydroxy-5beta-cholest-24-en-26-oic acid | 3beta |7alpha-dihydroxycholest-5-en-26-oic acid | 3alpha |7alpha-Dihydroxy-5beta-cholest-24-en-26-oic acid | 3alpha |7alpha-Dihydroxy-5beta-cholest-23-en-26-oic acid | 25-hydroxycholesterol 7-alpha-hydroxylase | 8Z |11Z |14Z |17Z |20Z-hexacosapentaenoic acid | 11Z |14Z |17Z |20Z |23Z-hexacosapentaenoic acid | Calcitetrol | (1S |3R |5Z |7E |24R |25)-9 |10-secocholesta-5 |7 |10(19)-triene-1 |3 |24 |25-tetrol | calcitetrol | Neochlorogenin | 9alpha |11alpha-epoxycholest-7-en-3beta |5alpha |6beta-triol | 3beta |6alpha |20S-trihydroxy-5alpha-cholest-9(11)-en-23-one | 3beta |5alpha |9alpha-trihydroxycholest-7-en-6-one | 5alpha |9alpha-epidioxy-cholest-7-en-3beta |6alpha-diol | 5alpha |9alpha-epidioxy-cholest-7-en-3beta |6beta-diol | 24-Hydroxycalcitriol | Gitogenin | Neogitogenin | 3beta |7alpha-Dihydroxy-5-cholestenoate | (5Z |7E)-2-oxa-9 |10-seco-5 |7 |10(19)-cholestatrien-25-ol | (5Z |7E)-(3S)-9 |10-seco-5 |7 |10(19)-cholestatriene-3 |24 |25 |26-tetrol | (5Z |7E)-(1S |3R |23R)-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |23 |25-tetrol | (5Z |7E)-(1S |3R)-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |18 |25-tetrol | (5Z |7E)-(1S |3R |11S)-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |11 |25-tetrol | (5Z |7E)-(1S |3R |11R)-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |11 |25-tetrol | (5Z |7E)-(1S |3R)-10 |19-methano-23-oxa-9 |10-seco-5 |7-cholestadiene-1 |3 |25-triol | (5Z |7E)-(1 |2 |3R)-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |2 |3 |25-tetrol | (5Z |7E)-(1S |3R)-24a-homo-22-oxa-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |25-triol | (5Z |7E)-(1S |3R |20R)-24a-homo-22-oxa-9 |10-seco-5 |7 |10(19)-cholestatrien-1 |3 |25-triol | (7E)-(3S |6R)-6 |19-epidioxy-9 |10-seco-5(10) |7-cholestadiene-3 |25-diol | (7E)-(3S |6S)-6 |19-epidioxy-9 |10-seco-5(10) |7-cholestadiene-3 |25-diol | (7E)-(1S |3R |6R)-6 |19-epidioxy-9 |10-seco-5(10) |7-cholestadiene-1 |3-diol | (7E)-(1S |3R |6S)-6 |19-epidioxy-9 |10-seco-5(10) |7-cholestadiene-1 |3-diol | (5Z |7E)-(1S |3R |23S)-9 |10-seco-5 |7 |10( 19)-cholestatriene-1 |3 |23 |25-tetrol | (5Z |7E)-(1S |3R |20R |22R)-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |22 |25-tetrol | (5Z |7E)-(1S |3R |20S)-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |20 |25-tetrol | (5Z |7E)-(3S)-9 |10-seco-5 |7 |10(19)-cholestatriene-3 |22 |24 |25-tetrol | (5Z |7E)-(1S |3R |25S)-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |25 |26-tetrol | (5E |7E)-(1S |3R |25R)-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |25 |26-tetrol | (5Z |7E)-(1S |3R |24S)-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |24 |25-tetrol | (5Z |7E)-(3S |23S |25R)-9 |10-seco-5 |7 |10(19)-cholestatriene-3 |23 |25 |26-tetrol | (5Z |7E)-(3S |23S)-9 |10-seco-5 |7 |10(19)-cholestatriene-3 |23 |24 |25-tetrol | 3beta |5beta-Ketotriol | 1-Phenyl-1 |3-eicosanedione"	"431.3154493"	""	"M+Na-2H | M+Na-2H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M+HCOOH-H | M+HCOOH-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M+HCOOH-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M-H | M+HCOOH-H"	"1"	"716.8760787"	""	""	""	""	"3"	""	""	""	""	""	""	"42483.70703"	"64708.47266"	"95535.22656"	"292654.4375"	"44895.70703"	"26298.37891"	"85103.91406"	"40898.57422"	"139438.5625"	"17857.34766"	"60729.8125"	"62966.10547"	"103825.4375"	"37290.24609"	"93070.8125"	"62335.57422"	"60435.79297"	"47055.02734"	"14367.2334"	"49146.76563"	"250288.5156"	"271283.9688"	"47151.91406"	"57243.88281"	"54047.80469"	"46965.81641"	"68372.14063"	"48554.98438"	"69376.1875"	"44960.06641"	"48882.78125"	"45937.39844"	"84646.27344"	"146825.875"	"155773.9688"	"78786.44531"	"86203.46094"	"39715.16016"	"97231.30469"	"112215.7266"	"93797.4375"	"94653.71875"	"124439.7891"	"181117.5313"	"47612.39453"	"41637.83203"	"219711.3125"	"68864.64844"	"163389.1719"	"51995.19922"	"86072.55469"	"34808.54297"	"65318.94141"	"154223.5781"	"365961.2813"	"128930.7188"	"60669.16016"	"77689.08594"	"204140.9063"	"69092.82813"	"61559.29297"
"ID_233_ON"	""	""	""	"3-Isopropylcatechol | 1-(3 |4-dimethoxylphenyl)ethane-1 |2-diol | 3 |5-Dimethoxytoluene | 2-isopropoxyphenol | 2 |3-Methylene suberic acid | 3 |4-Methylene suberic acid | (Dimethoxymethyl)benzene | (2E |4E)-2 |7-Dimethyl-2 |4-octadienedioic acid | 3-(5-Methyl-2-furanyl)butanal | 2 |6 |6-Trimethyl-2-cyclohexene-1 |4-dione | 4-Ethyl-2-methoxyphenol | 2-(Ethoxymethyl)phenol | 2-Propenyl 2 |4-hexadienoate | 1-(2-Furanyl)-1-pentanone | 2 |6Z-Nonadien-4-olide | cis-2 |3-Dihydroxy-2 |3-dihydro-p-cumate | 4-(Ethoxymethyl)phenol | &beta;-isopropenyl-pimelate | 3 |5-dimethoxy toluene | Guaifenesin | 4-ethylguaiacol | 5-(3E-Pentenyl)tetrahydro-2-oxo-3-furancarboxylic acid | 2-Isopropyl-1 |4-benzenediol | cumene hydroperoxide | 3-(4-Hydroxy-3-methoxyphenyl)-1 |2-propanediol | Paeonilactone A | 3-(4-Hydroxyphenyl)-1-propanol | 1-(3 |4-Dimethoxyphenyl)ethane-1 |2-diol | 1 |2-Dihydroxymint lactone"	"197.0812756"	""	"M+HCOOH-H | M-H | M+HCOOH-H | M+HCOOH-H | M-H | M-H | M+HCOOH-H | M-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M-H | M+HCOOH-H | M-H | M+HCOOH-H | M-H | M+HCOOH-H | M-H | M+HCOOH-H | M+HCOOH-H | M-H | M-H | M+HCOOH-H | M-H | M-H"	"1"	"392.9429169"	""	""	""	""	"3"	""	""	""	""	""	""	"177717.4844"	"69924.28906"	"20443.68359"	"311772.4688"	"94772.625"	"49766.46875"	"1587836.5"	"66883.26563"	"2553748.5"	"10705.39551"	"46714.10156"	"73781.27344"	"56651.08594"	"52756.89063"	"115575.3359"	"109468.125"	"78049.53906"	"58455.51953"	"19498.28711"	"63412.09766"	"179974.4375"	"1948670.875"	"51773.875"	"88865.89063"	"120058.6094"	"99249.64844"	"120246.4531"	"85924.5"	"76216.64844"	"117762.6797"	"117297.6641"	"47093.50781"	"130334.7656"	"69358.64063"	"87006.26563"	"14956.9834"	"16518.83789"	"64974.32813"	"43646.47266"	"3077638.5"	"110249.9063"	"325685.3125"	"33543.86719"	"126633.4297"	"4733.225586"	"1745845.625"	"273647.8125"	"24933.08203"	"479193.4375"	"273201"	"14765.70898"	"6971.14209"	"87271.66406"	"158821.0781"	"552374.125"	"270043.5"	"75387.07813"	"111762.625"	"212190.625"	"168170.6094"	"108212.2109"
"ID_2336_ON"	""	""	""	"Momordol"	"439.3417904"	""	"M-H"	"1"	"789.809721"	""	""	""	""	"3"	""	""	""	""	""	""	"112579.9922"	"135399.9688"	"114628.0703"	"99162.8125"	"98603.84375"	"227296.9375"	"143194.2969"	"102874.1797"	"160476.5938"	"178026.0625"	"140434.7344"	"213447.7344"	"55652.49609"	"102847.9141"	"113829.2188"	"66019.39844"	"161423.3594"	"47559.3125"	"83989.69531"	"142736.5469"	"122987.4766"	"244685.1094"	"88147.14063"	"198919.2969"	"110909.9297"	"112811.3906"	"138890.4531"	"185916.9844"	"263937.8125"	"169356.6094"	"95259.53906"	"229144.2969"	"111562.3359"	"117134.8828"	"94998.32031"	"349796.25"	"315736.5"	"134044.0781"	"317812.1875"	"158885.1875"	"79024.45313"	"137454.9688"	"318319.9688"	"154699.7031"	"204794.3125"	"67599.13281"	"96061.5625"	"107173.2656"	"110672.1641"	"175652.125"	"81488.42188"	"53479.56641"	"258228.9531"	"139117.3438"	"114594.6875"	"35157.40234"	"171351.8125"	"126432.6953"	"73410.77344"	"71206.03906"	"173375.7344"
"ID_2339_ON"	""	""	""	"3-Vinylbacteriochlorophyllide a"	"615.2442484"	""	"M-H"	"1"	"636.5806249"	""	""	""	""	"3"	""	""	""	""	""	""	"63393.73438"	"114765.7734"	"70680.60156"	"52318.98047"	"29454.41602"	"30878.63281"	"38222.04688"	"22127.54883"	"354969.3125"	"21469.44922"	"45601.70703"	"53300.99219"	"58538.91016"	"31071.2793"	"69956.60156"	"63746.92969"	"30956.68555"	"97398.85156"	"12806.60645"	"56456.16797"	"107965.3438"	"19642.02344"	"51283.89453"	"52618.93359"	"23074.77344"	"85809.72656"	"277783.9375"	"62498.1875"	"38418.83203"	"102663.2344"	"134454.9844"	"103608.1172"	"101660.4141"	"84733.95313"	"86482.48438"	"132942.7656"	"99057.20313"	"91449.75781"	"50216.44141"	"23294.39844"	"25004.20508"	"75588.92188"	"44587.22266"	"54445.20703"	"53254.29688"	"15924.44922"	"35537.39453"	"19814.31836"	"55769.21484"	"161840.5313"	"59481.37891"	"11310.73828"	"106374"	"151899.4688"	"34631.38281"	"59354.95703"	"63943.59766"	"38457.77344"	"151930.0625"	"16825.70703"	"70139.60938"
"ID_2362_ON"	""	""	""	"Limonoate | Physalin L | 7-hydroxystaurosporine | Physalin O | Isolimonic acid | Daphnetoxin"	"527.192456"	""	"M+Na-2H | M-H | M+HCOOH-H | M-H | M+Na-2H | M+HCOOH-H"	"1"	"694.8627858"	""	""	""	""	"3"	""	""	""	""	""	""	"98145.5"	"296164.875"	"55107.875"	"70895.38281"	"39655.93359"	"100531.7344"	"34401.66406"	"28509.66211"	"140516.5938"	"16553.23242"	"82741.80469"	"74748.24219"	"24489.37305"	""	"40732.70703"	"109839.6016"	"33240.14844"	"83471.75781"	"38248.02344"	"41653.98828"	"176198.2031"	"18117.53906"	"75473.78906"	"49255.97656"	"15658.40234"	"35705.59766"	"42023.49219"	"91285.02344"	"23253.83789"	"72975.55469"	"220765.0938"	"347861.5313"	"58902.57813"	"174471.9844"	"144316.1719"	"43066.29297"	"57542.62109"	"98636.76563"	"136122.0313"	"43230.01563"	"28548.00195"	"170986.4063"	"204813.3125"	"37670.59375"	"60820.07813"	"30944.78711"	"41473.83984"	"26188.57031"	"53403.44531"	"56534.64453"	"149105.7813"	"25643.03906"	"53365.33203"	"52041.36328"	"30984.65625"	"127440.1016"	"46441.90625"	"31116.28516"	"294111.75"	"26624.48242"	"83578"
"ID_23778_ON"	""	""	""	"5-oxo-7-octenoic acid | 2-Isopropylfuran | 2-Propylfuran | 2 |4-heptadienal | 4 |6-heptadienal | 2E |4Z-Heptadienal | 2-Ethyl-5-methylfuran | 2 |3 |5-Trimethylfuran | 2 |5-Dimethyl-4-ethoxy-3(2H)-furanone | 3-Methyl-2-cyclohexen-1-one | 8-Hydroxy-5 |6-octadienoic acid"	"155.0709535"	""	"M-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M-H | M+HCOOH-H | M-H"	"1"	"488.5084414"	""	""	""	""	"3"	""	""	""	""	""	""	"7262.390137"	"4734.989258"	"6072.869629"	"5346.230957"	"8044.46875"	"4862.271484"	"10229.01074"	"4878.325684"	"18152.33789"	"6681.412598"	"6505.024414"	"7838.692383"	"5032.604492"	"8256.924805"	"5001.021484"	"6060.297852"	"6515.314453"	"6926.125488"	"5662.817871"	"6487.967285"	"6023.911621"	"18520.61133"	"6196.334473"	"6226.438965"	"33016.37109"	"5724.978027"	"7235.143555"	"5886.802246"	"9178.4375"	"4810.83252"	"11126.54688"	"8571.022461"	"5130.463867"	"8624.067383"	"4936.626953"	""	"10253.37988"	""	"7041.07373"	"21299.33594"	""	"7130.82666"	"7966.302734"	"6157.978516"	"8656.219727"	"22243.58008"	"6386.107422"	"11853.17773"	"8977.442383"	"7799.375488"	"4969.814453"	"6662.984375"	"7047.116211"	"8130.536621"	"7751.641602"	"12057.73438"	"13238.56445"	"4937.935059"	"7246.650391"	"4813.117676"	"8080.570313"
"ID_238_ON"	""	""	""	"2 |3-Diacetoxypropyl stearate | Methyl 12R-(3-methylbutanoyloxy)-5Z |8Z |10E |14Z-eicosatetraenoate | Methyl 12R-(3-methylbutanoyloxy)-5Z |8E |10E |14Z-eicosatetraenoate | (25S)-spirostan-1beta |3beta |4beta |5beta-tetrol | (25S)-5alpha-spirostan-2alpha |3beta |5alpha |6beta-tetrol | (25R)-spirostan-2alpha |3beta |5alpha |6beta-tetrol | 3alpha |6alpha |7alpha |12alpha-Tetrahydroxy-5beta-cholest-24-en-26-oic acid | 3alpha |7alpha |12alpha |26-Tetrahydroxy-5beta-23E-cholestan-27-oic acid | 11'-Carboxy-alpha-chromanol | Hexadecyl ferulate | N-octadecanoyl-arginine | Ecdysone | 24-nor-3beta |6alpha |20S-trihydroxy-5alpha-cholest-9(11)-en-23-one | 2beta |3beta |14alpha |22R |25-pentahydroxy-5beta-cholest-7-en-6-one | 2beta |3beta |14alpha |22S |25-pentahydroxy-5beta-cholest-7-en-6-one | (22R)-2beta |3beta |14 |20 |22-pentahydroxy-5beta-cholest-7-en-6-one | ecdysone | Ponasterone A | Diisononyl phthalate | (5Z |7E)-(1S |3R |24S)-22-oxa-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |24-triol | (5Z |7E)-(1S |3R |20R |24S)-22-oxa-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |24-triol | (5Z |7E)-(1S |3R |24R)-22-oxa-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |24-triol | (5Z |7E)-(1S |3R |20R |24R)-22-oxa-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |24-triol | (5Z |7E)-(1S |3R)-22-oxa-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |25-triol | (5Z |7E)-(1S |3R |20R)-22-oxa-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |25-triol | (5Z |7E)-(1R |3R)-22-oxa-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |25-triol | (5Z |7E)-(1S |3R)-23-oxa-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |25-triol | (5Z |7E)-(1S |3R |20S)-24-nor-9 |10-seco-5 |7 |10(19)-cholestatriene-1 |3 |20 |25-tetrol | 3-Epiecdysone"	"463.3055353"	""	"M+Na-2H | M+HCOOH-H | M+HCOOH-H | M-H | M-H | M-H | M-H | M-H | M+HCOOH-H | M+HCOOH-H | M+K-2H | M-H | M+HCOOH-H | M-H | M-H | M-H | M-H | M-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M+HCOOH-H | M-H"	"1"	"722.8318312"	""	""	""	""	"3"	""	""	""	""	""	""	"76520.96094"	"189347.6563"	"248897.0156"	"584632.5"	"274013.125"	"359324.6875"	"350737.9688"	"216038.3438"	"189168.8125"	"185785.5"	"190110.2188"	"211730.1875"	"475678.7188"	"958919.5"	"412986.875"	"197128.7813"	"367130"	"83673.97656"	"133641.8438"	"354532.5625"	"398966.6875"	"362325.0313"	"473309.25"	"448179.75"	"119640.1328"	"235971.9531"	"220792"	"116527.2891"	"252934.5313"	"434820.8438"	"226348.8281"	"76179.79688"	"321769.875"	"267633.4063"	"206330.9531"	"1166390.75"	"378694.875"	"590521.9375"	"267544.0625"	"159856.3125"	"203635.6563"	"349256.8125"	"200738.9063"	"223371.6094"	"203991.3281"	"40563.76953"	"537122.125"	"69008.36719"	"184232.7031"	"444639.5"	"424989.6563"	"230795.1719"	"332378.3438"	"309102.9375"	"369490.6563"	"2997733.5"	"228050.9063"	"281970.5313"	"227506.0781"	"263611.25"	"287265.1875"
"ID_2381_ON"	""	""	""	"Hematoporphyrin IX | Imazamethabenz-methyl | Canthiumine | (3Z)-phycocyanobilin"	"597.2701727"	""	"M-H | M+Na-2H | M+HCOOH-H | M-H"	"1"	"716.7896207"	""	""	""	""	"3"	""	""	""	""	""	""	"35544.58594"	"91923.60156"	"43635.44922"	"35904.63281"	""	""	"40805.16797"	"41920.25391"	"49467.73438"	"22621.75"	"48518.80078"	"35929.53125"	"54944.34766"	"89930.875"	"42817.28516"	"46975.68359"	"35521.10938"	"17278.1543"	"27174.86914"	"44987.75"	"254534.8125"	""	"35798.5625"	"61854.3125"	"24236.83203"	"69327.75"	"47356.0625"	"27179.86719"	""	"38791.80078"	"47744.33203"	"36744.33594"	"41695.5625"	"69953.29688"	"38344.69922"	"83938.03906"	"158950.4844"	"315056"	"38283.26953"	""	""	"349252.4375"	"29408.80664"	"40356.36719"	"51763.90234"	""	"37395.29297"	"24418.96289"	"278612.25"	""	"24874.44727"	"18185.68555"	"44532.04688"	"75480.07813"	"39186.10938"	"278618.375"	"188963.875"	""	"69099.15625"	"38319.36328"	""
"ID_2382_ON"	""	""	""	"17 |21-Epoxy-9-fluoro-11beta-hydroxypregn-4-ene-3 |20-dione"	"399.1394019"	""	"M+K-2H"	"1"	"287.3911646"	""	""	""	""	"3"	""	""	""	""	""	""	""	""	""	""	""	""	"180617.3438"	""	""	"5167.16748"	""	""	"20659.53125"	""	"22440.26172"	"25407.77539"	""	"5112.879395"	""	""	""	""	""	"10592.63477"	""	""	""	"3231.265625"	""	""	"37967.75"	""	""	""	""	""	"64698.4375"	""	"11977.06836"	"336772.9375"	""	"107151.4766"	""	"11508.31934"	""	"268444.5938"	""	"20842.93555"	"92577.75"	""	""	""	""	""	""	""	""	""	"3772.608643"	"315845.3438"	""
"ID_2394_ON"	""	""	""	"Ethanolaminephosphotransferase 1 | Ethanolaminephosphotransferase 1 | Ethanolaminephosphotransferase 1 | 1-tetradecyl-2-pentadecanoyl-sn-glycero-3-phosphocholine | 1-hexadecyl-2-tridecanoyl-glycero-3-phosphocholine | 85 kDa calcium-independent phospholipase A2 | 1-octadecyl-2-tetradecanoyl-glycero-3-phosphoethanolamine | 1-eicosyl-2-dodecanoyl-glycero-3-phosphoethanolamine | 1-hexadecyl-2-(6Z |9Z |12Z-octadecatrienoyl)-glycero-3-phosphoethanolamine | 1-hexadecyl-2-(9Z |12Z |15Z-octadecatrienoyl)-glycero-3-phosphoethanolamine | 1-hexadecyl-2-hexadecanoyl-glycero-3-phosphoethanolamine | 85 kDa calcium-independent phospholipase A2 | 85 kDa calcium-independent phospholipase A2 | 1-(1Z-hexadecenyl)-2-(9Z |12Z-octadecadienoyl)-glycero-3-phosphoethanolamine"	"698.5132069"	""	"M-H | M-H | M-H | M+Na-2H | M+Na-2H | M-H | M+Na-2H | M+Na-2H | M-H | M-H | M+Na-2H | M-H | M-H | M-H"	"1"	"980.0590499"	""	""	""	""	"3"	""	""	""	""	""	""	"43111.48438"	"40544.95703"	"45557.21094"	"41236.1875"	"51572.48828"	"41146.38281"	"40476.80078"	"135541.4844"	"32163.02344"	"20969.74805"	"71420.07813"	"66801.91406"	"17988.22461"	"35237.25781"	"35148.37109"	"54813.55859"	"48797.32813"	"37420.95313"	"346833.4688"	"40698.22266"	"57742.07422"	"21865.37695"	"44975.80469"	"43106.66406"	"84813.25"	"39937.22266"	"68292.67188"	"20351.00195"	"34553.23828"	"53240.82813"	"26821.94727"	"43431.17578"	"40564.24609"	"42393.58984"	"47452.32813"	"39470.96484"	"31765.32617"	"37585.25781"	"32215.59375"	"29765.36523"	"38889.64063"	"17354.68359"	"38421.625"	"44207.08984"	"158901.125"	"20670.68164"	"31190.76563"	"44753.70313"	"18426.21289"	"77926.57031"	"45426.16797"	"18829.71875"	"61016.80469"	"45907.62109"	"37541.85547"	"32447.10938"	"48059.31641"	"84838.73438"	"20984.26953"	"29518.85352"	"50453.80078"
"ID_23988_ON"	""	""	""	"Ganoderal A | Demethylphylloquinone | Manglupenone | demethylphylloquinone | 2-Phytyl-1 |4-naphthoquinone"	"473.2819071"	""	"M+K-2H | M+K-2H | M+K-2H | M+K-2H | M+K-2H"	"1"	"907.9283441"	""	""	""	""	"3"	""	""	""	""	""	""	"10527.21387"	"18129.75781"	"16078.35352"	"17516.89258"	"21399.65039"	"12807.3584"	"18680.47656"	"16818.21875"	"19290.16211"	"8601.802734"	"21348.95508"	"14621.05371"	"13065.32324"	"29051.80859"	"15667.92773"	"18954.66406"	"17380.06836"	"10337.42383"	"19856.23828"	"16983.92188"	"24252.32227"	"15104.13672"	"25811.87891"	"21579.70703"	"21147.33789"	"21632.29102"	"17207.53711"	"14145.56445"	"13406.17676"	"20054.26953"	"17908.67188"	"13965.37793"	"22629.57813"	"28851.51758"	"15707.97266"	"12928.4541"	"22572.73438"	"27898.51563"	"35036.98438"	"16022.66699"	"14760.24414"	"16269.45996"	"19353.13477"	"16812.88867"	"19771.23438"	"13056.44727"	"23172.3418"	"13626.56445"	"21619.86328"	"20796.49023"	"14877.13965"	"15443.51074"	"19837.80273"	"36005.79688"	"14189.62012"	"15456.0166"	"13112.58301"	"14580.13965"	"20159.01953"	"13550.64648"	"17889.40039"
"ID_24_ON"	""	""	""	"Piperettine | Lansamide 4 | N-[2-Methoxy-2-(4-methoxyphenyl)ethyl]cinnamide | Gamma-aminobutyric acid receptor subunit alpha-5 | Solute carrier family 22 member 6 | Thebaine | Cephradine | Ampicillin | ampicillin | cephradine | Penicillin T | Nalorphine | Flumazenil | (R)-Pronuciferine | Solute carrier family 15 member 2 | Lansimide 3 | (-)-Thebaine | (+)-Pronuciferine | Isothebaine"	"348.1013286"	""	"M+K-2H | M+K-2H | M+K-2H | M+HCOOH-H | M-H | M+K-2H | M-H | M-H | M-H | M-H | M-H | M+K-2H | M+HCOOH-H | M+K-2H | M-H | M+K-2H | M+K-2H | M+K-2H | M+K-2H"	"1"	"379.71603"	""	""	""	""	"3"	""	""	""	""	""	""	""	""	""	""	""	""	"168673.7031"	""	""	""	""	""	"3112737.25"	""	"361354.5938"	""	"291331.7188"	"630821.5"	"52636.16016"	""	""	""	""	""	"9128722"	""	""	""	""	""	"313957.8125"	""	""	""	""	""	""	""	"82569.36719"	"4777658"	"361490.8438"	""	""	""	""	"1.61E7"	""	""	"7063238"	""	""	""	""	"2948272.25"	""	""	""	""	""	""	""
